gene	comparison		gene	baseMean	log2FoldChange	stat	pvalue	padj						
TraesCS7D02G440000	comparisonCON	13125	TraesCS7D02G440000	161.0843	-2.369735	-6.818041	9.23E-12	5.98E-10						
TraesCS7D02G440000	comparisonSAvOA	4431	TraesCS7D02G440000	29.1780511	-2.274967882	-4.605535167	4.11E-06	0.000107229						
TraesCS7D02G440000	comparisonSAvSO													
TraesCS7D02G440000	comparisonSOvOA	2399	TraesCS7D02G440000	96.98671509	-0.873475937	-3.190659042	0.001419487	0.024595028						
TraesCS7D02G449400	comparisonCON	13133	TraesCS7D02G449400	140.4728	2.721931	7.126518	1.03E-12	7.85E-11						
TraesCS7D02G449400	comparisonSAvOA	4437	TraesCS7D02G449400	189.3561535	-0.886569157	-3.916272552	8.99E-05	0.001477317						
TraesCS7D02G449400	comparisonSAvSO													
TraesCS7D02G449400	comparisonSOvOA	2400	TraesCS7D02G449400	96.53048322	-0.223558858	-5.669972191	1.43E-08	9.58E-07						
TraesCS7D02G466700	comparisonCON	13147	TraesCS7D02G466700	193.2467	2.078966	5.223588	1.75E-07	4.49E-06						
TraesCS7D02G466700	comparisonSAvOA	4444	TraesCS7D02G466700	234.4743594	-1.026115735	-3.802575615	0.0001432	0.002171547						
TraesCS7D02G466700	comparisonSAvSO													
TraesCS7D02G466700	comparisonSOvOA	2402	TraesCS7D02G466700	239.0352787	-0.052635045	-4.546573762	5.45E-06	0.000206001						
TraesCS7D02G539400LC	comparisonCON	13225	TraesCS7D02G539400LC	15.92976	3.359938	4.806744	1.53E-06	3.11E-05						
TraesCS7D02G539400LC	comparisonSAvOA	4469	TraesCS7D02G539400LC	15.48608616	-3.45509364	-4.543692692	5.53E-06	0.000138381						
TraesCS7D02G539400LC	comparisonSAvSO													
TraesCS7D02G539400LC	comparisonSOvOA	2415	TraesCS7D02G539400LC	10.70528123	-3.407239038	-3.901539652	9.56E-05	0.00249018						
TraesCSU02G118100	comparisonCON	13352	TraesCSU02G118100	157.3392	1.982083	7.163629	7.86E-13	6.08E-11						
TraesCSU02G118100	comparisonSAvOA	4528	TraesCSU02G118100	192.9172131	-0.903172383	-4.136015179	3.53E-05	0.000669008						
TraesCSU02G118100	comparisonSAvSO													
TraesCSU02G118100	comparisonSOvOA	2461	TraesCSU02G118100	152.3762885	-0.503476312	-4.987852512	6.11E-07	2.92E-05						
TraesCSU02G120200LC	comparisonCON	13353	TraesCSU02G120200LC	126.3877	1.8344	4.574445	4.77E-06	8.37E-05						
TraesCSU02G120200LC	comparisonSAvOA	4529	TraesCSU02G120200LC	158.7498993	-0.739290807	-2.853744385	0.004320728	0.033642695						
TraesCSU02G120200LC	comparisonSAvSO													
TraesCSU02G120200LC	comparisonSOvOA	2462	TraesCSU02G120200LC	88.49023644	-0.914553291	-4.069075205	4.72E-05	0.001359618						
TraesCSU02G420500LC	comparisonCON	13425	TraesCSU02G420500LC	7.568118	2.856842	3.316056	0.000912975	0.00762238						
TraesCSU02G420500LC	comparisonSAvOA	4558	TraesCSU02G420500LC	7.077209281	-3.20597545	-4.121727907	3.76E-05	0.000705164						
TraesCSU02G420500LC	comparisonSAvSO													
TraesCSU02G420500LC	comparisonSOvOA	2508	TraesCSU02G420500LC	5.708217138	-2.50241381	-3.921984627	8.78E-05	0.00231972						
